id,mean_dist_day,mean_over_speed,cluster_value
3.42E+09,24.9,8,2
3.42E+09,55.34,5,2
3.42E+09,43.47,7,2
3.42E+09,73.8,6,2
3.42E+09,58.36,10,2
3.42E+09,52.88,4,2
3.42E+09,44.65,6,2
3.42E+09,46.85,5,2
3.42E+09,55.2,7,2
3.42E+09,58.28,0,2
3.42E+09,67.36,6,2
3.42E+09,50.38,5,2
3.42E+09,56.21,1,2
3.42E+09,47.79,6,2
3.42E+09,63.18,5,2
3.42E+09,57.18,5,2
3.42E+09,58.44,6,2
3.42E+09,60.4,6,2
3.42E+09,43.94,4,2
3.42E+09,53.34,3,2
3.42E+09,42.96,3,2
3.42E+09,46.07,3,2
3.42E+09,52.09,9,2
3.42E+09,57.35,5,2
3.42E+09,72.05,7,2
3.42E+09,55.19,4,2
3.42E+09,33.32,4,2
3.42E+09,51.53,4,2
3.42E+09,52.11,5,2
3.42E+09,46.24,7,2
3.42E+09,51.59,6,2
3.42E+09,63.62,6,2
3.42E+09,59.02,5,2
3.42E+09,53.71,6,2
3.42E+09,60.37,6,2
3.42E+09,56,9,2
3.42E+09,58.05,5,2
3.42E+09,50.86,6,2
3.42E+09,39.44,8,2
3.42E+09,44.61,8,2
3.42E+09,54.2,10,2
3.42E+09,36.76,5,2
3.42E+09,74.83,4,2
3.42E+09,46.57,6,2
3.42E+09,50.74,4,2
3.42E+09,46.85,4,2
3.42E+09,52.01,4,2
3.42E+09,63.96,6,2
3.42E+09,68.24,2,2
3.42E+09,43.22,7,2
3.42E+09,51.73,6,2
3.42E+09,44.04,5,2
3.42E+09,53.66,6,2
3.42E+09,54.99,4,2
3.42E+09,59.09,5,2
3.42E+09,64.15,6,2
3.42E+09,28.36,7,2
3.42E+09,57.13,4,2
3.42E+09,54.29,9,2
3.42E+09,70.87,7,2
3.42E+09,46.55,5,2
3.42E+09,64.77,5,2
3.42E+09,48.84,5,2
3.42E+09,51.37,2,2
3.42E+09,75.54,7,2
3.42E+09,44.68,7,2
3.42E+09,46.59,4,2
3.42E+09,46.66,8,2
3.42E+09,50.36,3,2
3.42E+09,51.39,4,2
3.42E+09,53.95,2,2
3.42E+09,57.78,7,2
3.42E+09,45.77,4,2
3.42E+09,44.64,6,2
3.42E+09,42.6,2,2
3.42E+09,63.59,3,2
3.42E+09,53.75,6,2
3.42E+09,55.88,3,2
3.42E+09,31.35,7,2
3.42E+09,42.2,5,2
3.42E+09,50.1,7,2
3.42E+09,40.18,4,2
3.42E+09,43.8,3,2
3.42E+09,41.84,7,2
3.42E+09,57.03,4,2
3.42E+09,70.83,5,2
3.42E+09,54.96,3,2
3.42E+09,72.8,1,2
3.42E+09,45.58,5,2
3.42E+09,61.79,3,2
3.42E+09,39.81,4,2
3.42E+09,60.9,3,2
3.42E+09,53.76,9,2
3.42E+09,55.85,5,2
3.42E+09,63.36,6,2
3.42E+09,63.15,6,2
3.42E+09,58.98,6,2
3.42E+09,44.21,5,2
3.42E+09,42.09,2,2
3.42E+09,39.78,5,2
3.42E+09,70.77,5,2
3.42E+09,54.82,3,2
3.42E+09,54.07,5,2
3.42E+09,56.74,7,2
3.42E+09,42.78,5,2
3.42E+09,22.27,7,2
3.42E+09,43.07,4,2
3.42E+09,43.5,4,2
3.42E+09,58.48,8,2
3.42E+09,40.4,6,2
3.42E+09,54.84,5,2
3.42E+09,51.83,6,2
3.42E+09,53.08,2,2
3.42E+09,51.08,7,2
3.42E+09,63.84,1,2
3.42E+09,40.95,6,2
3.42E+09,48.07,4,2
3.42E+09,63.67,7,2
3.42E+09,56.59,2,2
3.42E+09,39.37,5,2
3.42E+09,46.7,6,2
3.42E+09,50.53,6,2
3.42E+09,54.02,4,2
3.42E+09,47.21,4,2
3.42E+09,48.05,9,2
3.42E+09,52.01,7,2
3.42E+09,65.61,4,2
3.42E+09,58.38,5,2
3.42E+09,51.45,5,2
3.42E+09,51.74,3,2
3.42E+09,54.57,3,2
3.42E+09,53.41,8,2
3.42E+09,46.4,5,2
3.42E+09,39.22,3,2
3.42E+09,56.13,5,2
3.42E+09,48.63,7,2
3.42E+09,40.75,4,2
3.42E+09,50.55,5,2
3.42E+09,45.64,3,2
3.42E+09,59.35,4,2
3.42E+09,50.47,1,2
3.42E+09,36.82,3,2
3.42E+09,46.86,4,2
3.42E+09,43.53,2,2
3.42E+09,48.16,6,2
3.42E+09,48.21,2,2
3.42E+09,59.44,7,2
3.42E+09,42.9,6,2
3.42E+09,57.77,2,2
3.42E+09,46.41,5,2
3.42E+09,40.59,9,2
3.42E+09,44.24,4,2
3.42E+09,60.7,1,2
3.42E+09,52.5,3,2
3.42E+09,56.38,10,2
3.42E+09,45.2,6,2
3.42E+09,48.46,6,2
3.42E+09,48.5,6,2
3.42E+09,45.83,2,2
3.42E+09,54.89,4,2
3.42E+09,38.09,2,2
3.42E+09,52.25,5,2
3.42E+09,48.21,8,2
3.42E+09,50.43,7,2
3.42E+09,50.07,2,2
3.42E+09,48.47,9,2
3.42E+09,66.46,6,2
3.42E+09,40.46,5,2
3.42E+09,15.52,3,2
3.42E+09,62.54,4,2
3.42E+09,39.57,6,2
3.42E+09,47.88,7,2
3.42E+09,27.5,3,2
3.42E+09,45.97,7,2
3.42E+09,42.01,4,2
3.42E+09,62.54,4,2
3.42E+09,46.36,3,2
3.42E+09,47.58,10,2
3.42E+09,51.68,4,2
3.42E+09,71.04,4,2
3.42E+09,55.43,4,2
3.42E+09,36.37,2,2
3.42E+09,52.4,3,2
3.42E+09,36.89,6,2
3.42E+09,54.39,7,2
3.42E+09,54.56,5,2
3.42E+09,60.76,5,2
3.42E+09,30.32,3,2
3.42E+09,58.49,6,2
3.42E+09,59.55,8,2
3.42E+09,30.84,7,2
3.42E+09,44.06,1,2
3.42E+09,37.52,6,2
3.42E+09,64.31,5,2
3.42E+09,50.05,4,2
3.42E+09,54.52,6,2
3.42E+09,56.53,5,2
3.42E+09,59.16,8,2
3.42E+09,56.49,6,2
3.42E+09,33.68,4,2
3.42E+09,54.42,7,2
3.42E+09,47.62,5,2
3.42E+09,52.44,7,2
3.42E+09,55.47,7,2
3.42E+09,41.38,8,2
3.42E+09,60.32,3,2
3.42E+09,42.71,5,2
3.42E+09,41.83,8,2
3.42E+09,48.98,4,2
3.42E+09,57.87,5,2
3.42E+09,41.84,4,2
3.42E+09,55.12,6,2
3.42E+09,38.5,1,2
3.42E+09,37.73,4,2
3.42E+09,36.91,3,2
3.42E+09,37.5,6,2
3.42E+09,60.28,2,2
3.42E+09,45.51,6,2
3.42E+09,51.59,4,2
3.42E+09,49.46,6,2
3.42E+09,57.05,4,2
3.42E+09,41.16,2,2
3.42E+09,55.64,5,2
3.42E+09,56.91,3,2
3.42E+09,57.02,7,2
3.42E+09,60.17,5,2
3.42E+09,45.68,3,2
3.42E+09,68.44,6,2
3.42E+09,58.77,5,2
3.42E+09,51.97,2,2
3.42E+09,58.28,5,2
3.42E+09,50.39,5,2
3.42E+09,23.9,6,2
3.42E+09,36.91,6,2
3.42E+09,48.86,4,2
3.42E+09,70.21,6,2
3.42E+09,61.06,3,2
3.42E+09,49.54,9,2
3.42E+09,47.36,7,2
3.42E+09,54.75,5,2
3.42E+09,62.01,4,2
3.42E+09,56.41,3,2
3.42E+09,32.09,2,2
3.42E+09,42.75,7,2
3.42E+09,73.66,5,2
3.42E+09,54.27,5,2
3.42E+09,42.71,7,2
3.42E+09,46.62,3,2
3.42E+09,45.74,4,2
3.42E+09,53.28,5,2
3.42E+09,41.83,5,2
3.42E+09,48.76,4,2
3.42E+09,47.89,4,2
3.42E+09,49.28,2,2
3.42E+09,56.76,6,2
3.42E+09,42.92,6,2
3.42E+09,44.74,8,2
3.42E+09,51.19,5,2
3.42E+09,41.78,5,2
3.42E+09,47.95,9,2
3.42E+09,58.91,6,2
3.42E+09,52.6,7,2
3.42E+09,53.59,2,2
3.42E+09,48.09,6,2
3.42E+09,39.06,1,2
3.42E+09,57.59,4,2
3.42E+09,44.44,3,2
3.42E+09,59.68,4,2
3.42E+09,57.78,4,2
3.42E+09,27.86,8,2
3.42E+09,48.62,9,2
3.42E+09,54.09,5,2
3.42E+09,39.3,2,2
3.42E+09,38.32,5,2
3.42E+09,43.68,1,2
3.42E+09,53.08,5,2
3.42E+09,55.26,5,2
3.42E+09,51.24,2,2
3.42E+09,50.03,3,2
3.42E+09,49.38,3,2
3.42E+09,68.26,5,2
3.42E+09,44.97,8,2
3.42E+09,43.36,3,2
3.42E+09,42,8,2
3.42E+09,56.86,6,2
3.42E+09,36.67,7,2
3.42E+09,34.28,2,2
3.42E+09,57.2,5,2
3.42E+09,61.23,7,2
3.42E+09,41.21,5,2
3.42E+09,43.36,4,2
3.42E+09,43.16,6,2
3.42E+09,55.7,5,2
3.42E+09,46.44,5,2
3.42E+09,55.43,3,2
3.42E+09,55.96,8,2
3.42E+09,60.51,2,2
3.42E+09,55.29,6,2
3.42E+09,64.11,5,2
3.42E+09,47.18,7,2
3.42E+09,49.05,5,2
3.42E+09,41.91,5,2
3.42E+09,39.94,6,2
3.42E+09,52.03,5,2
3.42E+09,47.6,4,2
3.42E+09,57.05,9,2
3.42E+09,57.45,5,2
3.42E+09,29.65,3,2
3.42E+09,44.09,4,2
3.42E+09,61.38,9,2
3.42E+09,39.04,4,2
3.42E+09,48.86,10,2
3.42E+09,42.99,8,2
3.42E+09,53.51,8,2
3.42E+09,63.68,6,2
3.42E+09,35.51,7,2
3.42E+09,38.84,4,2
3.42E+09,52.64,6,2
3.42E+09,65.57,6,2
3.42E+09,47.85,7,2
3.42E+09,57.64,4,2
3.42E+09,62.54,7,2
3.42E+09,52.2,7,2
3.42E+09,35.54,7,2
3.42E+09,41.49,6,2
3.42E+09,49.31,6,2
3.42E+09,33.9,6,2
3.42E+09,41.13,4,2
3.42E+09,57.57,1,2
3.42E+09,40.22,6,2
3.42E+09,39.79,4,2
3.42E+09,56.45,4,2
3.42E+09,51.2,3,2
3.42E+09,54.34,6,2
3.42E+09,75.52,0,2
3.42E+09,37.02,2,2
3.42E+09,57.63,8,2
3.42E+09,37.91,7,2
3.42E+09,36.49,5,2
3.42E+09,44.97,9,2
3.42E+09,49.35,10,2
3.42E+09,53,4,2
3.42E+09,56.63,5,2
3.42E+09,66.45,4,2
3.42E+09,41.42,7,2
3.42E+09,59.14,8,2
3.42E+09,36.8,4,2
3.42E+09,55.03,2,2
3.42E+09,51.24,5,2
3.42E+09,45.52,4,2
3.42E+09,50.75,5,2
3.42E+09,73.97,3,2
3.42E+09,40.05,5,2
3.42E+09,49.55,3,2
3.42E+09,60.58,3,2
3.42E+09,36.12,4,2
3.42E+09,43.7,7,2
3.42E+09,77.82,9,2
3.42E+09,42.41,7,2
3.42E+09,46.46,6,2
3.42E+09,42.52,5,2
3.42E+09,48.96,6,2
3.42E+09,41.59,3,2
3.42E+09,58.07,5,2
3.42E+09,49.89,9,2
3.42E+09,71.42,3,2
3.42E+09,48.29,5,2
3.42E+09,47.24,3,2
3.42E+09,42,5,2
3.42E+09,52.11,8,2
3.42E+09,54.97,5,2
3.42E+09,58.11,9,2
3.42E+09,72.99,4,2
3.42E+09,58.53,2,2
3.42E+09,56.08,4,2
3.42E+09,33.77,3,2
3.42E+09,39.31,3,2
3.42E+09,33.46,8,2
3.42E+09,48.75,8,2
3.42E+09,64.69,5,2
3.42E+09,38.47,2,2
3.42E+09,47.13,3,2
3.42E+09,50.73,9,2
3.42E+09,34.4,2,2
3.42E+09,33.48,5,2
3.42E+09,45.9,7,2
3.42E+09,49.23,3,2
3.42E+09,51.51,6,2
3.42E+09,49.18,5,2
3.42E+09,57.78,5,2
3.42E+09,28.74,5,2
3.42E+09,45.15,5,2
3.42E+09,50.93,7,2
3.42E+09,61.99,5,2
3.42E+09,47.9,3,2
3.42E+09,65.76,4,2
3.42E+09,56.57,8,2
3.42E+09,48.53,4,2
3.42E+09,53.39,7,2
3.42E+09,43.86,8,2
3.42E+09,58.52,6,2
3.42E+09,66.75,7,2
3.42E+09,68.18,5,2
3.42E+09,62.89,5,2
3.42E+09,55.64,4,2
3.42E+09,53.12,6,2
3.42E+09,57.4,9,2
3.42E+09,35.52,6,2
3.42E+09,40,3,2
3.42E+09,58.5,5,2
3.42E+09,27.59,7,2
3.42E+09,45.9,6,2
3.42E+09,62.47,7,2
3.42E+09,38.7,5,2
3.42E+09,53.45,4,2
3.42E+09,56.48,3,2
3.42E+09,58.94,5,2
3.42E+09,58.46,8,2
3.42E+09,58.46,5,2
3.42E+09,57.82,1,2
3.42E+09,46.11,4,2
3.42E+09,57.25,6,2
3.42E+09,35.04,5,2
3.42E+09,38.49,7,2
3.42E+09,62.91,4,2
3.42E+09,51.77,5,2
3.42E+09,34.74,8,2
3.42E+09,48.67,3,2
3.42E+09,72.61,4,2
3.42E+09,41.2,3,2
3.42E+09,45.08,4,2
3.42E+09,54.41,7,2
3.42E+09,36.24,2,2
3.42E+09,43.29,4,2
3.42E+09,35.7,2,2
3.42E+09,49.07,7,2
3.42E+09,53.42,7,2
3.42E+09,66.52,2,2
3.42E+09,54.8,8,2
3.42E+09,51.22,4,2
3.42E+09,40.14,1,2
3.42E+09,45.01,7,2
3.42E+09,67.27,3,2
3.42E+09,55.42,6,2
3.42E+09,45,7,2
3.42E+09,63.99,5,2
3.42E+09,50.13,7,2
3.42E+09,41.71,8,2
3.42E+09,64.48,3,2
3.42E+09,52.58,7,2
3.42E+09,50.79,5,2
3.42E+09,60.41,8,2
3.42E+09,44.97,6,2
3.42E+09,43.83,3,2
3.42E+09,41.84,7,2
3.42E+09,60.82,5,2
3.42E+09,46.26,7,2
3.42E+09,44.7,4,2
3.42E+09,42.04,3,2
3.42E+09,38.93,1,2
3.42E+09,57.13,5,2
3.42E+09,37.52,1,2
3.42E+09,59.66,3,2
3.42E+09,49.6,4,2
3.42E+09,40.66,7,2
3.42E+09,48.05,7,2
3.42E+09,55.67,3,2
3.42E+09,43.35,3,2
3.42E+09,46.51,6,2
3.42E+09,70.91,7,2
3.42E+09,44.03,7,2
3.42E+09,35.2,6,2
3.42E+09,43.3,5,2
3.42E+09,44.78,6,2
3.42E+09,52.82,5,2
3.42E+09,37.21,5,2
3.42E+09,42.7,6,2
3.42E+09,33.32,8,2
3.42E+09,58.67,6,2
3.42E+09,58.13,7,2
3.42E+09,47.11,6,2
3.42E+09,45.39,6,2
3.42E+09,39.61,6,2
3.42E+09,63.94,4,2
3.42E+09,45.15,3,2
3.42E+09,59.59,6,2
3.42E+09,64.19,4,2
3.42E+09,45.63,7,2
3.42E+09,47.64,3,2
3.42E+09,63.75,8,2
3.42E+09,54.16,5,2
3.42E+09,66.42,4,2
3.42E+09,45.96,4,2
3.42E+09,37.21,6,2
3.42E+09,70.05,7,2
3.42E+09,54.32,3,2
3.42E+09,49.09,5,2
3.42E+09,47.47,7,2
3.42E+09,56.14,6,2
3.42E+09,47.57,5,2
3.42E+09,55.15,9,2
3.42E+09,52.99,9,2
3.42E+09,68.57,4,2
3.42E+09,35.46,5,2
3.42E+09,27.32,6,2
3.42E+09,44.74,2,2
3.42E+09,46.55,5,2
3.42E+09,36.59,7,2
3.42E+09,45.58,0,2
3.42E+09,68.64,9,2
3.42E+09,36.22,5,2
3.42E+09,43.94,6,2
3.42E+09,39.21,5,2
3.42E+09,32.36,5,2
3.42E+09,70.25,6,2
3.42E+09,51.06,7,2
3.42E+09,46.92,6,2
3.42E+09,44.49,7,2
3.42E+09,62.01,2,2
3.42E+09,32.33,7,2
3.42E+09,54.26,3,2
3.42E+09,52.53,6,2
3.42E+09,50.69,8,2
3.42E+09,53.79,5,2
3.42E+09,36.19,2,2
3.42E+09,42.01,4,2
3.42E+09,31.12,5,2
3.42E+09,56.16,6,2
3.42E+09,62.38,2,2
3.42E+09,52.32,6,2
3.42E+09,34.81,3,2
3.42E+09,42.03,4,2
3.42E+09,43.61,8,2
3.42E+09,63.2,7,2
3.42E+09,41.61,4,2
3.42E+09,33.45,5,2
3.42E+09,39.06,8,2
3.42E+09,53.51,1,2
3.42E+09,19.62,3,2
3.42E+09,41.26,7,2
3.42E+09,51.31,3,2
3.42E+09,32.51,2,2
3.42E+09,53.18,7,2
3.42E+09,51.24,5,2
3.42E+09,48.97,4,2
3.42E+09,68.7,3,2
3.42E+09,74.14,5,2
3.42E+09,38.76,6,2
3.42E+09,46.39,6,2
3.42E+09,56.55,2,2
3.42E+09,50.93,10,2
3.42E+09,44.51,1,2
3.42E+09,76.31,4,2
3.42E+09,59.02,3,2
3.42E+09,45.85,6,2
3.42E+09,59.98,6,2
3.42E+09,44.15,5,2
3.42E+09,56.09,11,2
3.42E+09,41.52,5,2
3.42E+09,71.33,4,2
3.42E+09,66.13,4,2
3.42E+09,38.77,5,2
3.42E+09,48.5,7,2
3.42E+09,43.65,5,2
3.42E+09,52.81,10,2
3.42E+09,57.35,7,2
3.42E+09,57.27,4,2
3.42E+09,58.51,6,2
3.42E+09,48.44,7,2
3.42E+09,45.99,3,2
3.42E+09,62.48,8,2
3.42E+09,53.07,1,2
3.42E+09,43.96,5,2
3.42E+09,55.07,6,2
3.42E+09,34.54,2,2
3.42E+09,50.82,6,2
3.42E+09,55.45,8,2
3.42E+09,50.43,7,2
3.42E+09,59.81,8,2
3.42E+09,48.09,3,2
3.42E+09,64.81,8,2
3.42E+09,48.74,7,2
3.42E+09,53.44,1,2
3.42E+09,52.31,3,2
3.42E+09,38.29,6,2
3.42E+09,47.79,9,2
3.42E+09,71.67,7,2
3.42E+09,37.41,5,2
3.42E+09,52.13,7,2
3.42E+09,63.03,2,2
3.42E+09,52.1,2,2
3.42E+09,47.39,5,2
3.42E+09,42.57,5,2
3.42E+09,76.89,5,2
3.42E+09,52.59,6,2
3.42E+09,56.08,8,2
3.42E+09,38.66,1,2
3.42E+09,45.23,5,2
3.42E+09,52.85,5,2
3.42E+09,56.87,6,2
3.42E+09,36.66,4,2
3.42E+09,48.88,2,2
3.42E+09,60.99,4,2
3.42E+09,48.69,6,2
3.42E+09,36.84,6,2
3.42E+09,36.08,5,2
3.42E+09,49.37,3,2
3.42E+09,51.82,5,2
3.42E+09,42.53,4,2
3.42E+09,44.13,6,2
3.42E+09,53.27,6,2
3.42E+09,54.33,6,2
3.42E+09,65.01,6,2
3.42E+09,51.46,4,2
3.42E+09,56.07,6,2
3.42E+09,53.48,5,2
3.42E+09,71.54,1,2
3.42E+09,44.69,3,2
3.42E+09,36.53,6,2
3.42E+09,50.75,4,2
3.42E+09,57.83,7,2
3.42E+09,47.41,3,2
3.42E+09,52.98,6,2
3.42E+09,46.99,6,2
3.42E+09,66.27,5,2
3.42E+09,33.42,9,2
3.42E+09,61.98,4,2
3.42E+09,34.11,1,2
3.42E+09,52.42,7,2
3.42E+09,57.05,5,2
3.42E+09,54.73,5,2
3.42E+09,64.47,2,2
3.42E+09,31.38,7,2
3.42E+09,68.87,5,2
3.42E+09,57.61,5,2
3.42E+09,57.65,8,2
3.42E+09,58.08,4,2
3.42E+09,51.31,6,2
3.42E+09,66.32,6,2
3.42E+09,51.75,5,2
3.42E+09,51.75,6,2
3.42E+09,34.26,5,2
3.42E+09,48.79,6,2
3.42E+09,23.46,2,2
3.42E+09,61.32,4,2
3.42E+09,44.18,5,2
3.42E+09,38.98,7,2
3.42E+09,41.52,8,2
3.42E+09,64.71,5,2
3.42E+09,55.04,4,2
3.42E+09,41.94,3,2
3.42E+09,46.88,6,2
3.42E+09,73.97,3,2
3.42E+09,35.55,5,2
3.42E+09,51.54,9,2
3.42E+09,53.32,4,2
3.42E+09,63.86,2,2
3.42E+09,33.69,8,2
3.42E+09,47.34,6,2
3.42E+09,35.38,4,2
3.42E+09,61.31,4,2
3.42E+09,55.71,1,2
3.42E+09,58.87,3,2
3.42E+09,43.3,5,2
3.42E+09,36.19,8,2
3.42E+09,47.62,5,2
3.42E+09,39.87,5,2
3.42E+09,51.76,9,2
3.42E+09,46.82,5,2
3.42E+09,59.73,8,2
3.42E+09,60.88,7,2
3.42E+09,55.99,4,2
3.42E+09,46.93,3,2
3.42E+09,62.48,2,2
3.42E+09,59.47,5,2
3.42E+09,49.09,5,2
3.42E+09,42.49,5,2
3.42E+09,36.63,5,2
3.42E+09,57.03,6,2
3.42E+09,40.71,6,2
3.42E+09,42.1,6,2
3.42E+09,53.8,3,2
3.42E+09,53.5,2,2
3.42E+09,37.27,6,2
3.42E+09,44.17,6,2
3.42E+09,39.32,5,2
3.42E+09,48.39,6,2
3.42E+09,57.14,5,2
3.42E+09,47.26,3,2
3.42E+09,38.03,5,2
3.42E+09,31.36,5,2
3.42E+09,68.26,6,2
3.42E+09,54.23,2,2
3.42E+09,52.52,1,2
3.42E+09,52.19,3,2
3.42E+09,78.26,4,2
3.42E+09,78.56,4,2
3.42E+09,58.48,5,2
3.42E+09,47.36,7,2
3.42E+09,50.25,6,2
3.42E+09,76.26,2,2
3.42E+09,34.12,4,2
3.42E+09,49.99,7,2
3.42E+09,60.89,6,2
3.42E+09,51.83,6,2
3.42E+09,40.4,2,2
3.42E+09,64.86,8,2
3.42E+09,51.32,3,2
3.42E+09,55.83,4,2
3.42E+09,61.88,2,2
3.42E+09,45.35,4,2
3.42E+09,55.7,1,2
3.42E+09,40.17,2,2
3.42E+09,61.46,7,2
3.42E+09,41.67,4,2
3.42E+09,44.85,3,2
3.42E+09,53.25,8,2
3.42E+09,41.92,5,2
3.42E+09,63.38,4,2
3.42E+09,55.52,8,2
3.42E+09,59.16,7,2
3.42E+09,62.14,6,2
3.42E+09,33.4,9,2
3.42E+09,41.01,3,2
3.42E+09,39.59,3,2
3.42E+09,48.31,6,2
3.42E+09,47.96,4,2
3.42E+09,40.43,5,2
3.42E+09,50.35,4,2
3.42E+09,46.08,3,2
3.42E+09,48.83,5,2
3.42E+09,50.29,4,2
3.42E+09,56.23,4,2
3.42E+09,36.93,4,2
3.42E+09,51.13,8,2
3.42E+09,45.21,3,2
3.42E+09,47.56,8,2
3.42E+09,49.5,9,2
3.42E+09,41.22,8,2
3.42E+09,65.02,3,2
3.42E+09,61.22,9,2
3.42E+09,39.6,7,2
3.42E+09,59.64,6,2
3.42E+09,50.75,8,2
3.42E+09,55.84,3,2
3.42E+09,51.12,6,2
3.42E+09,54.09,6,2
3.42E+09,45.71,7,2
3.42E+09,64.43,5,2
3.42E+09,51.49,2,2
3.42E+09,42.73,5,2
3.42E+09,55.28,2,2
3.42E+09,46.47,7,2
3.42E+09,65.79,3,2
3.42E+09,42.04,5,2
3.42E+09,52.88,5,2
3.42E+09,51.86,2,2
3.42E+09,42.75,4,2
3.42E+09,41.34,3,2
3.42E+09,37.14,6,2
3.42E+09,51.39,9,2
3.42E+09,41.93,4,2
3.42E+09,64.54,7,2
3.42E+09,50.24,8,2
3.42E+09,43.43,10,2
3.42E+09,26.87,3,2
3.42E+09,55.75,3,2
3.42E+09,51.23,5,2
3.42E+09,45.6,4,2
3.42E+09,53.04,9,2
3.42E+09,74.2,3,2
3.42E+09,68.53,3,2
3.42E+09,61.21,1,2
3.42E+09,51.91,2,2
3.42E+09,39.73,7,2
3.42E+09,63.49,4,2
3.42E+09,41.37,1,2
3.42E+09,58.09,6,2
3.42E+09,41.1,4,2
3.42E+09,29.32,6,2
3.42E+09,53.43,5,2
3.42E+09,42.54,5,2
3.42E+09,48.38,6,2
3.42E+09,53.68,2,2
3.42E+09,43.9,1,2
3.42E+09,50.56,4,2
3.42E+09,62.59,4,2
3.42E+09,37.18,3,2
3.42E+09,48.98,6,2
3.42E+09,46.67,6,2
3.42E+09,56.56,3,2
3.42E+09,48.74,3,2
3.42E+09,63.24,3,2
3.42E+09,36.26,11,2
3.42E+09,37.36,2,2
3.42E+09,48.48,1,2
3.42E+09,29.42,7,2
3.42E+09,55.04,5,2
3.42E+09,54.05,2,2
3.42E+09,49.24,1,2
3.42E+09,51.72,5,2
3.42E+09,43.03,7,2
3.42E+09,56.77,7,2
3.42E+09,31.62,5,2
3.42E+09,30.61,2,2
3.42E+09,39.68,4,2
3.42E+09,44.39,4,2
3.42E+09,47.51,9,2
3.42E+09,59.39,5,2
3.42E+09,65.3,5,2
3.42E+09,44.3,3,2
3.42E+09,47.74,3,2
3.42E+09,57.2,7,2
3.42E+09,37.62,3,2
3.42E+09,44.39,3,2
3.42E+09,51.67,5,2
3.42E+09,59.58,4,2
3.42E+09,42.08,7,2
3.42E+09,34.59,5,2
3.42E+09,60.39,8,2
3.42E+09,59.46,6,2
3.42E+09,56.72,3,2
3.42E+09,55.09,4,2
3.42E+09,59.63,3,2
3.42E+09,54.41,4,2
3.42E+09,46.15,5,2
3.42E+09,29.92,4,2
3.42E+09,52.07,3,2
3.42E+09,57.64,6,2
3.42E+09,55.9,3,2
3.42E+09,44.65,4,2
3.42E+09,60.79,6,2
3.42E+09,50.38,6,2
3.42E+09,62.09,3,2
3.42E+09,51.05,4,2
3.42E+09,53.11,2,2
3.42E+09,64.75,7,2
3.42E+09,61.68,6,2
3.42E+09,51.3,5,2
3.42E+09,59.63,1,2
3.42E+09,56.13,6,2
3.42E+09,42.12,4,2
3.42E+09,60.37,7,2
3.42E+09,37.6,6,2
3.42E+09,51.12,4,2
3.42E+09,46.04,2,2
3.42E+09,42.52,10,2
3.42E+09,66.51,10,2
3.42E+09,37.17,5,2
3.42E+09,55.8,5,2
3.42E+09,56.27,4,2
3.42E+09,65.04,8,2
3.42E+09,43.77,6,2
3.42E+09,63.01,7,2
3.42E+09,42.77,6,2
3.42E+09,44.26,8,2
3.42E+09,55.84,9,2
3.42E+09,52.42,7,2
3.42E+09,29.67,5,2
3.42E+09,46.95,8,2
3.42E+09,46.28,5,2
3.42E+09,55.74,5,2
3.42E+09,56.12,3,2
3.42E+09,54.26,4,2
3.42E+09,56.04,1,2
3.42E+09,60.79,8,2
3.42E+09,50.19,5,2
3.42E+09,50.72,6,2
3.42E+09,52.72,2,2
3.42E+09,61.67,5,2
3.42E+09,47.17,5,2
3.42E+09,51.93,5,2
3.42E+09,38.38,6,2
3.42E+09,57.32,9,2
3.42E+09,39.57,4,2
3.42E+09,68.99,4,2
3.42E+09,35.39,7,2
3.42E+09,56.91,8,2
3.42E+09,48.66,4,2
3.42E+09,57.91,4,2
3.42E+09,41.25,6,2
3.42E+09,46.26,8,2
3.42E+09,27.99,2,2
3.42E+09,40.4,5,2
3.42E+09,45.54,3,2
3.42E+09,34.68,6,2
3.42E+09,48.75,6,2
3.42E+09,46.79,7,2
3.42E+09,53.83,6,2
3.42E+09,51.13,5,2
3.42E+09,61.03,7,2
3.42E+09,32.3,5,2
3.42E+09,55.84,5,2
3.42E+09,29.73,4,2
3.42E+09,58.43,5,2
3.42E+09,45.56,3,2
3.42E+09,56.99,7,2
3.42E+09,42.04,4,2
3.42E+09,54.03,3,2
3.42E+09,49.17,5,2
3.42E+09,55.12,6,2
3.42E+09,39.28,6,2
3.42E+09,39.88,4,2
3.42E+09,34.49,8,2
3.42E+09,50.52,7,2
3.42E+09,40.7,2,2
3.42E+09,53.33,3,2
3.42E+09,34.04,5,2
3.42E+09,45.54,11,2
3.42E+09,52.09,8,2
3.42E+09,45.01,8,2
3.42E+09,52.06,3,2
3.42E+09,58.46,5,2
3.42E+09,37.58,7,2
3.42E+09,46.91,2,2
3.42E+09,48.57,8,2
3.42E+09,25.39,7,2
3.42E+09,53.29,8,2
3.42E+09,55.97,3,2
3.42E+09,39.14,7,2
3.42E+09,48.74,4,2
3.42E+09,52.26,2,2
3.42E+09,67.57,7,2
3.42E+09,38.43,4,2
3.42E+09,29.59,4,2
3.42E+09,39.81,8,2
3.42E+09,37.84,3,2
3.42E+09,53.56,2,2
3.42E+09,48.79,2,2
3.42E+09,37.66,2,2
3.42E+09,52.05,7,2
3.42E+09,65.27,6,2
